epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,381.12,1.25514,0.85099,1.17406,0.69533,0.77546,0.78067,0.53867,1.12644,0.67437,1.13737,0.000416362,0.000416362,0.000416362
